Customer Name,Customer State,Product Name,Total Quantity Bought,Unit,Total Value (INR),Total Purchases (Invoices)
APTUS PACKAGING LLP (C),West Bengal,PET RESIN,26450.0,kgs,3075675.0,3
APTUS PACKAGING LLP (C),West Bengal,PET Resin ( R Pet),3478.5,kgs,406363.5,2
APTUS PACKAGING LLP (C),West Bengal,Colour Master Batch,116.5,kgs,152775.1,17
APTUS PACKAGING LLP (C),West Bengal,POLYTHENE BAG,325.98,kgs,45917.61,11
APTUS PACKAGING LLP - SALES,West Bengal,PET RESIN,28850.0,kgs,2639400.0,10
APTUS PACKAGING LLP - SALES,West Bengal,PET Resin ( R Pet),6425.0,kgs,771000.0,3
AQUA DROPS DRINKING WATER,West Bengal,22/26 MM WATER CAP,110000.0,pcs,22000.0,1
AQUA MINERAL BEVERAGES,West Bengal,PET PREFORMS(28MM 12.5 GM Star),2700.0,kgs,297900.0,3
AQUA MINERAL BEVERAGES,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),2100.0,kgs,231300.0,3
AQUA MINERAL BEVERAGES,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,1800.0,kgs,197400.0,2
AQUA MINERAL BEVERAGES,West Bengal,PET PREFORMS 48 MM 63 GM STAR,306.0,kgs,34884.0,1
AQUA MINERAL BEVERAGES,West Bengal,PET PREFORM (28MM 11.6 GM STAR),150.0,kgs,16470.0,2
AQUA MINERAL BEVERAGES,West Bengal,PET PREFORMS (28MM 8.6 Gm Star ),120.0,kgs,14580.0,1
AQUA MINERAL BEVERAGES,West Bengal,PET PREFORMS (26/22 MM 6.5 GM STAR),30.0,kgs,3645.0,1
AQUA MINERAL BEVERAGES,West Bengal,PET PREFORMS (26/22 MM 9.5 GM STAR),30.0,kgs,3645.0,1
AQUATERA BEVERAGES PVT LTD.,West Bengal,PET PREFORMS(28MM 12.5 GM Star),750.0,kgs,113850.0,2
AQUATERA BEVERAGES PVT LTD.,West Bengal,PET PREFORMS (26/22 MM 10.2 GM STAR ),300.0,kgs,43500.0,1
AQUATERA BEVERAGES PVT LTD.,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),150.0,kgs,22950.0,1
AQUATERA BEVERAGES PVT LTD.,West Bengal,22/26 MM WATER CAP,22000.0,pcs,6600.0,1
AQUUA PIYOH,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),30.0,kgs,3225.0,1
AR PET ENTERPRISE,West Bengal,Pet Preforms (28mm 10.5 Gm Pco CSD Green),14250.0,kgs,1695841.25,19
AR PET ENTERPRISE,West Bengal,PET PREFORMS(28 MM 24 GM )ROPP(AMBER),11150.0,kgs,1362342.5,18
AR PET ENTERPRISE,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD GREEN),4450.0,kgs,541100.0,9
AR PET ENTERPRISE,West Bengal,Pet Preform(28 mm 10.5 Gm Pco CSD),2730.0,kgs,316845.0,8
AR PET ENTERPRISE,West Bengal,PET PREFORMS(28 MM 26 GM )ROPP AMBER,1975.0,kgs,233907.5,2
AR PET ENTERPRISE,West Bengal,PET PREFORM (28MM 11.6 GM STAR),1650.0,kgs,188190.0,4
AR PET ENTERPRISE,West Bengal,PET PREFORMS (28MM 9.4 GM STAR),1140.0,kgs,129255.0,6
AR PET ENTERPRISE,West Bengal,PET PREFORMS(28 MM 29 GM )ROPP AMBER,1000.0,kgs,122000.0,1
AR PET ENTERPRISE,West Bengal,PET PREFORMS (28MM 8.6 Gm Star ),1050.0,kgs,120270.0,3
AR PET ENTERPRISE,West Bengal,PET PREFORMS (26/22 MM 6.5 GM STAR),720.0,kgs,82140.0,4
AR PET ENTERPRISE,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD),510.0,kgs,58740.0,2
AR PET ENTERPRISE,West Bengal,PET PREFORMS (26/22 MM 10.2 GM STAR ),510.0,kgs,58650.0,1
AR PET ENTERPRISE,West Bengal,22/26 MM WATER CAP,210000.0,pcs,42900.0,5
AR PET ENTERPRISE,West Bengal,PET PREFORMS (26/22 MM 9.5 GM STAR),330.0,kgs,37245.0,2
AR PET ENTERPRISE,West Bengal,Pet Preforms (28mm 22 Gm Pco CSD),300.0,kgs,34815.0,2
AR PET ENTERPRISE,West Bengal,Pet Preforms (28 mm 22 Gm Pco Green),200.0,kgs,24300.0,1
AR PET ENTERPRISE,West Bengal,PET PREFORM( 28 MM 15 GM PCO CSD),180.0,kgs,21060.0,1
AR PET ENTERPRISE,West Bengal,PET PREFORM ( 28 mm 15 GM PCO CSD GREEN),150.0,kgs,18300.0,1
AR PET ENTERPRISE,West Bengal,PET PREFORMS(28MM 12.5 GM Star),150.0,kgs,16725.0,1
AR PET ENTERPRISE,West Bengal,PET PREFORMS(28 MM 31 GM PCO CSD GREEN),125.0,kgs,15250.0,1
AR PET ENTERPRISE,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),90.0,kgs,10125.0,1
AR PET ENTERPRISE,West Bengal,PET PREFORMS(28 MM 31 GM PCO CSD),70.0,kgs,8190.0,3
AR PET ENTERPRISE,West Bengal,PET PREFORMS(25MM 16 GM ROPP AMBER),25.0,kgs,2992.5,1
ARADHANA PLASTICS (INDIA) PRIVATE LIMITED,West Bengal,PET PREFORMS(29 MM 50 GM RED),255.0,kgs,32130.0,1
ARADHANA PLASTICS (INDIA) PRIVATE LIMITED,West Bengal,PET PREFORMS(29 MM 50 GM T BLUE),255.0,kgs,32130.0,1
ARADHANA PLASTICS (INDIA) PRIVATE LIMITED,West Bengal,PET PREFORMS(29 MM 50 GM R BLUE),255.0,kgs,32130.0,1
ARADHANA PLASTICS (INDIA) PRIVATE LIMITED,West Bengal,PET PREFORMS (29MM 50 GM VIOLET),255.0,kgs,32130.0,1
ARADHANA PLASTICS (INDIA) PRIVATE LIMITED (CRED),West Bengal,PET RESIN,12415.0,kgs,1241500.0,4
ARCHANA ENTERPRISE,West Bengal,PET PREFORMS(28MM 12.5 GM Star),9540.0,kgs,1079490.0,3
ARCHANA ENTERPRISE,West Bengal,PET PREFORMS(28 MM 33 GM STAR),2100.0,kgs,238350.0,3
ARCHANA ENTERPRISE,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),2040.0,kgs,231795.0,3
ARCHANA ENTERPRISE,West Bengal,PET PREFORMS (28MM 9.4 GM STAR),420.0,kgs,47145.0,2
ARINDAM SARKAR,West Bengal,PET PREFORMS(28MM 12.5 GM Star),6300.0,kgs,727140.0,40
ARINDAM SARKAR,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),1950.0,kgs,223815.0,20
ARINDAM SARKAR,West Bengal,PET PREFORMS (28MM 8.6 Gm Star ),1800.0,kgs,213255.0,20
ARINDAM SARKAR,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,1250.0,kgs,146762.5,13
ARINDAM SARKAR,West Bengal,PET PREFORM (28MM 11.6 GM STAR),450.0,kgs,54975.0,7
ARINDAM SARKAR,West Bengal,PET PREFORMS(28 MM 17.5 GM STAR),300.0,kgs,36585.0,4
ARINDAM SARKAR,West Bengal,PET PREFORMS(28 MM 13.2 GM STAR),120.0,kgs,13665.0,2
ARJYA FOOD  BEVERAGE LLP,Unknown,1881 CSD CAPS,575000.0,pcs,257250.0,7
ARJYA FOOD  BEVERAGE LLP,Unknown,PET PREFORMS(28 MM 11.5 GM PCO CSD),1740.0,kgs,241080.0,2
ARJYA FOOD  BEVERAGE LLP,Unknown,PET PREFORMS(28 MM 11.5 GM PCO CSD GREEN),1300.0,kgs,161850.0,1
ARNAB GHOSH,West Bengal,Plastic Scrap,78.0,kgs,1170.0,1
ARNAV ENTERPRISES,Bihar,PET PREFORMS(38 MM 7 GM JAR),360.0,kgs,44220.0,2
ARPAN  DAS,West Bengal,PET PREFORMS (26/22 MM 10.2 GM STAR ),210.0,kgs,23400.0,3
ARPAN  DAS,West Bengal,PET PREFORMS (26/22 MM 9.5 GM STAR),60.0,kgs,6870.0,1
ARPAN  DAS,West Bengal,22/26 MM WATER CAP,22000.0,pcs,5060.0,1
ARUNIL ECOPOLYMER PRIVATE LIMITED,West Bengal,PET RESIN,26500.0,kgs,2490350.0,10
AS FOOD PRODUCTS,West Bengal,Pet Preforms (28mm 10.5 Gm Pco CSD Green),18400.0,kgs,2189900.0,5
AS FOOD PRODUCTS,West Bengal,Pet Preform(28 mm 10.5 Gm Pco CSD),18420.0,kgs,2139435.0,8
AS FOOD PRODUCTS,West Bengal,PET PREFORMS (38MM 25GM STAR R BLUE)HF,10055.0,kgs,1467860.0,10
AS FOOD PRODUCTS,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD GREEN),3400.0,kgs,419350.0,3
AS FOOD PRODUCTS,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD),2460.0,kgs,284970.0,3
AS FOOD PRODUCTS,West Bengal,PET PREFORMS(28MM 12.5 GM Star),30.0,kgs,3645.0,1
ASHMIT SINHA,West Bengal,22/26 MM WATER CAP,11000.0,pcs,3520.0,1
ASHOK SAHANI,West Bengal,Plastic Scrap,42.0,kgs,630.0,1
ASHOKE KUMAR GOSWAMI,West Bengal,Plastic Scrap,41.0,kgs,615.0,1
ASV VISION PRIVATE LTD,West Bengal,Pet Preforms (28mm 22 Gm Pco CSD),270.0,kgs,30966.0,3
AVRAK TECHNOLOGY PVT LTD.,West Bengal,PET PREFORMS(28MM 12.5 GM Star),1140.0,kgs,169950.0,3
AVRAK TECHNOLOGY PVT LTD.,West Bengal,PET PREFORMS (28MM 9.4 GM STAR),60.0,kgs,8700.0,1
AYUSH POLYMERS,West Bengal,PET PREFORMS(28MM 12.5 GM Star),1260.0,kgs,144462.0,7
AYUSH POLYMERS,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,650.0,kgs,73730.0,6
AYUSH POLYMERS,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),660.0,kgs,73692.0,4
AYUSH POLYMERS,West Bengal,PET PREFORMS(28 MM 19 GM STAR),330.0,kgs,36426.0,2
AYUSH POLYMERS,West Bengal,PET PREFORMS (28MM 8.6 Gm Star ),90.0,kgs,10548.0,1
Aadya Enterprise,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),2730.0,kgs,313905.0,6
Aadya Enterprise,West Bengal,PET PREFORMS(53 MM 24GM JAR),2040.0,kgs,266700.0,4
Aadya Enterprise,West Bengal,PET PREFORMS(53 MM 15 GM JAR),1400.0,kgs,181300.0,4
Aadya Enterprise,West Bengal,PET PREFORMS (28MM 21GM STAR),1500.0,kgs,171800.0,4
Aadya Enterprise,West Bengal,PET PREFORMS(53 MM 28GM JAR),1300.0,kgs,171600.0,3
Aadya Enterprise,West Bengal,PET PREFORM (63MM 18 GM JAR),975.0,kgs,127900.0,2
Aadya Enterprise,West Bengal,PET PREFORM(83 MM 47 GM JAR),900.0,kgs,118800.0,1
Aadya Enterprise,West Bengal,PET PREFORMS(28 MM 13.2 GM STAR),960.0,kgs,109980.0,3
Aadya Enterprise,West Bengal,PET PREFORMS(53 MM 17 GM JAR),800.0,kgs,104900.0,2
Aadya Enterprise,West Bengal,PET PREFORMS(28 MM 24.5 GM PCO),540.0,kgs,62370.0,1
Aadya Enterprise,West Bengal,PET PREFORM(53MM13GM JAR),400.0,kgs,52800.0,1
Aadya Enterprise,West Bengal,PET PREFORMS(120 MM 102 GM JAR),200.0,kgs,26600.0,1
Aadya Enterprise,West Bengal,PET PREFORMS(38 MM 9 GM JAR),50.0,kgs,6050.0,1
Aarna Pet,Jharkhand,PET PREFORMS(29 MM 40GM Natural),1020.0,kgs,124440.0,1
Aarna Pet,Jharkhand,PET PREFORMS(28 MM 26 GM STAR),510.0,kgs,57885.0,1
Akash Builder and Construction,West Bengal,PET PREFORMS(28MM 12.5 GM Star),6750.0,kgs,756000.0,6
Akash Builder and Construction,West Bengal,PET PREFORM (28MM 11.6 GM STAR),3150.0,kgs,350925.0,3
Akash Builder and Construction,West Bengal,PET PREFORMS (26/22 MM 10.2 GM STAR ),1740.0,kgs,197610.0,3
Akash Builder and Construction,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),1470.0,kgs,164505.0,6
Akash Builder and Construction,West Bengal,PET PREFORMS(28 MM 33 GM STAR),900.0,kgs,100375.0,4
Akash Builder and Construction,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,700.0,kgs,78400.0,3
Akash Builder and Construction,West Bengal,22/26 MM WATER CAP,172000.0,pcs,35680.0,2
Akash Builder and Construction,West Bengal,5 LTR. SINGLE HANDLE II,10080.0,pcs,11793.6,1
Akash Builder and Construction,West Bengal,SEAL CAP 48MM,10080.0,pcs,11592.0,1
Akash Builder and Construction,West Bengal,PLASTIC CAPS DELUX  HANDLE(SMALL),30000.0,pcs,7800.0,2
Akash Builder and Construction,West Bengal,PET PREFORM (48MM 73 GM) STAR,30.0,kgs,3570.0,1
Alfaz Beverage,West Bengal,Pet Preform(28 mm 10.5 Gm Pco CSD),1020.0,kgs,115260.0,1
Alfaz Beverage,West Bengal,1881 CSD CAPS,30000.0,pcs,12000.0,1
Analytica Foodtech Services Private Limited,West Bengal,PET PREFORMS(28 MM 13.2 GM STAR),30.0,kgs,3405.0,1
Analytica Foodtech Services Private Limited,West Bengal,PET PREFORMS (26/22 MM 10.2 GM STAR ),10.0,kgs,1450.0,1
Analytica Foodtech Services Private Limited,West Bengal,PET PREFORMS (26/22 MM 15.8GM STAR),5.0,kgs,725.0,1
Analytica Foodtech Services Private Limited,West Bengal,PET PREFORMS (28MM 21GM STAR),5.0,kgs,550.0,1
Anjani Udyog,West Bengal,PET PREFORMS(96 MM 34 GM JAR),1000.0,kgs,120000.0,1
Anuradha Beverages,West Bengal,PET PREFORMS(28MM 12.5 GM Star),33030.0,kgs,3668535.0,15
Anuradha Beverages,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,27050.0,kgs,3070285.0,18
Anuradha Beverages,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),15930.0,kgs,1817982.0,11
Anuradha Beverages,West Bengal,PET PREFORM (28MM 11.6 GM STAR),4530.0,kgs,499440.0,3
Anuradha Beverages,West Bengal,PET PREFORMS(28 MM 19 GM STAR),2040.0,kgs,227970.0,2
Anuradha Beverages,West Bengal,PET PREFORMS (26/22 MM 10.2 GM STAR ),1500.0,kgs,161250.0,1
Anuradha Beverages,West Bengal,PET PREFORMS (28MM 9.4 GM STAR),510.0,kgs,57885.0,1
Anuradha Beverages,West Bengal,22/26 MM WATER CAP,150000.0,pcs,30000.0,1
Anushka Sohom Purified Water Mfg. Co. Pvt  Ltd.,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),300.0,kgs,34200.0,1
Anushka Sohom Purified Water Mfg. Co. Pvt  Ltd.,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,200.0,kgs,22800.0,1
Aqua Nice (New),West Bengal,PET PREFORMS(28MM 12.5 GM Star),4500.0,kgs,494688.0,11
Aqua Nice (New),West Bengal,PET PREFORM (28MM 11.6 GM STAR),900.0,kgs,129780.0,2
Aqua Nice (New),West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,800.0,kgs,92875.0,8
Aqua Nice (New),West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),780.0,kgs,85590.0,8
Aqua Nice (New),West Bengal,PET PREFORMS(28 MM 17.5 GM STAR),240.0,kgs,34650.0,2
Aqua Nice (New),West Bengal,PET PREFORMS(28 MM 33 GM STAR),125.0,kgs,14125.0,1
Aqua Nice (New),West Bengal,PLASTIC CAPS DELUX  HANDLE(SMALL),39000.0,pcs,10620.0,4
Arnavi Aqua Beverages,Assam,PET PREFORMS (28MM 9.4 GM STAR),7440.0,kgs,869430.0,8
Atishaya Polypett Private Limited,West Bengal,PET PREFORMS(38 MM 7 GM JAR),3587.7,kgs,466401.0,3
Atishaya Polypett Private Limited,West Bengal,PET PREFORMS(38 MM 9 GM JAR),1000.0,kgs,130000.0,1
Atishaya Polypett Private Limited,West Bengal,PET PREFORMS(53 MM 15 GM JAR),740.0,kgs,96200.0,1
Atishaya Polypett Private Limited,West Bengal,PET PREFORMS(53 MM 24GM JAR),260.0,kgs,33800.0,1
B K GROUP,West Bengal,PET PREFORMS(120 MM 85 GM JAR),3600.0,kgs,427050.0,5
B.K. POLYPET,West Bengal,PET PREFORMS(28 MM 24.5 GM PCO),82710.0,kgs,9678765.0,75
B.K. POLYPET,West Bengal,PET PREFORMS(28MM 16GM PCO),8484.1,kgs,1009229.35,22
B.K. POLYPET,West Bengal,PET PREFORMS 28 MM 31GM PCO,4225.0,kgs,468905.0,10
B.K. POLYPET,West Bengal,PET PREFORM 28MM 29GM PCO,3393.25,kgs,385258.75,8
B.K. POLYPET,West Bengal,PET PREFORMS(28MM 27GM PCO),2950.0,kgs,346417.5,10
B.K. POLYPET,West Bengal,PET PREFORMS(28 MM 21 GM PCO),2040.0,kgs,238060.5,11
B.K. POLYPET,West Bengal,PET PREFORM 28MM 13.5 GM PCO,1740.0,kgs,202099.5,11
B.K. POLYPET,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,1450.0,kgs,167600.0,3
B.K. POLYPET,West Bengal,PET PREFORM(25MM 14.5 GM ROPP)AMBER,1200.0,kgs,153600.0,1
B.K. POLYPET,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),1230.0,kgs,141516.0,7
B.K. POLYPET,West Bengal,PET PREFORMS (28MM 9.4 GM STAR),1170.0,kgs,136155.0,6
B.K. POLYPET,West Bengal,PET PREFORMS(28 MM 19 GM STAR),750.0,kgs,86824.5,4
B.K. POLYPET,West Bengal,PET PREFORMS(28MM 18.5 GM PCO),660.0,kgs,79413.0,6
B.K. POLYPET,West Bengal,PET PREFORM (28MM 11.6 GM STAR),600.0,kgs,69000.0,2
B.K. POLYPET,West Bengal,PET PREFORMS(28 MM 26 GM STAR),390.0,kgs,44319.0,3
B.K. POLYPET,West Bengal,PET PREFORMS(25MM 10.5 GM ROPP),210.0,kgs,24273.0,2
B.K. POLYPET,West Bengal,PET PREFORM(25MM 14.5 GM ROPP),120.0,kgs,13800.0,1
B.S. AQUA INDUSTRIES,West Bengal,PET PREFORM (28MM 11.6 GM STAR),9240.0,kgs,1037190.0,4
BABA PLASTIC,West Bengal,PET PREFORMS(29 MM 40 GM R BLUE),7252.0,kgs,945266.0,52
BABA PLASTIC,West Bengal,PET PREFORMS(29 MM 40 GM PINK),7252.0,kgs,945098.0,51
BABA PLASTIC,West Bengal,PET PREFORMS(29MM 40 GM GREEN),6916.0,kgs,902384.0,48
BABA PLASTIC,West Bengal,PET PREFORMS(29 MM 44 GM PINK),1965.0,kgs,262275.0,14
BABA PLASTIC,West Bengal,PET PREFORMS(29 MM 44 GM GREEN),1965.0,kgs,262275.0,14
BABA PLASTIC,West Bengal,PET PREFORMS(29 MM 44 GM R BLUE),1919.0,kgs,256111.0,15
BABA PLASTIC,West Bengal,PET PREFORMS(29 MM 40 GM M/O GREEN),504.0,kgs,64722.0,4
BABA PLASTIC,West Bengal,PET PREFORM(28 MM 24.5 GM PCO) PINK,400.0,kgs,50230.0,4
BABA PLASTIC,West Bengal,PET PREFORM(28MM 24.5 GM PCO)R.BLUE,400.0,kgs,50230.0,4
BABA PLASTIC,West Bengal,PET PREFORM(28 MM 24.5 GM PCO )GREEN,400.0,kgs,50230.0,4
BABA PLASTIC,West Bengal,PET PREFORMS(29 MM 44 GM T BLUE),195.0,kgs,26430.0,2
BABA PLASTIC,West Bengal,PET PREFORMS(29 MM 40 GM RED),168.0,kgs,22008.0,1
BABA PLASTIC,West Bengal,PET  PREFORMS(29 MM 40 GM VIOLET),168.0,kgs,21840.0,1
BABA PLASTIC,West Bengal,PET PREFORMS(29 MM 50 GM PINK),172.0,kgs,21803.0,3
BABA PLASTIC,West Bengal,PET PREFORMS(29 MM 50 GM R BLUE),165.0,kgs,20907.0,3
BABA PLASTIC,West Bengal,PET PREFORMS(29 MM 50 GM GREEN),165.0,kgs,20907.0,3
BABA PLASTIC,West Bengal,PET PREFORMS(29 MM  44 GM M GREEN),150.0,kgs,20400.0,1
BABA PLASTIC,West Bengal,PET PREFORMS(29 MM 44 GM VIOLET),150.0,kgs,20400.0,1
BABULAL MONDAL,West Bengal,PET PREFORMS(28 MM 19 GM STAR),750.0,kgs,83250.0,3
BABULAL MONDAL,West Bengal,PET PREFORM (28MM 11.6 GM STAR),600.0,kgs,66600.0,1
BABULAL MONDAL,West Bengal,PET PREFORMS(28MM 12.5 GM Star),390.0,kgs,43290.0,2
BABULAL MONDAL,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,100.0,kgs,11100.0,1
BAHUBALI POLIPET,West Bengal,PET PREFORMS (28MM 8.6 Gm Star ),11700.0,kgs,1326165.0,19
BAHUBALI POLIPET,West Bengal,PET PREFORMS (28MM 21GM STAR),4750.0,kgs,523143.75,18
BAHUBALI POLIPET,West Bengal,PET PREFORMS(28 MM 17.5 GM STAR),4140.0,kgs,453885.0,14
BAHUBALI POLIPET,West Bengal,PET PREFORMS(28MM 12.5 GM Star),1680.0,kgs,187410.0,10
BAHUBALI POLIPET,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),1230.0,kgs,139260.0,6
BAHUBALI POLIPET,West Bengal,PET PREFORMS(28MM 18.5 GM PCO),1200.0,kgs,134490.0,9
BAHUBALI POLIPET,West Bengal,PET PREFORMS(28MM 16GM PCO),750.0,kgs,85537.5,4
BAHUBALI POLIPET,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD),510.0,kgs,58440.0,3
BAHUBALI POLIPET,West Bengal,PET PREFORMS(28 MM 24.5 GM PCO),510.0,kgs,56662.5,4
BAHUBALI POLIPET,West Bengal,PET PREFORM (28MM 11.6 GM STAR),510.0,kgs,56520.0,4
BAHUBALI POLIPET,West Bengal,Pet Preforms (28mm 22 Gm Pco CSD),330.0,kgs,37620.0,1
BAHUBALI POLIPET,West Bengal,PET PREFORM 28MM 13.5 GM PCO,330.0,kgs,36510.0,2
BAHUBALI POLIPET,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD GREEN),250.0,kgs,29250.0,2
BAHUBALI POLIPET,West Bengal,PET PREFORMS (28MM 9.4 GM STAR),240.0,kgs,27810.0,2
BAHUBALI POLIPET,West Bengal,PET PREFORMS(28 MM 21 GM PCO),120.0,kgs,13440.0,2
BAHUBALI POLIPET,West Bengal,PET PREFORMS(25MM 10.5 GM ROPP),90.0,kgs,9900.0,1
BAHUBALI POLIPET,West Bengal,PET PREFORMS(28 MM 26 GM STAR),60.0,kgs,6720.0,1
BAHUBALI POLIPET,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,50.0,kgs,5550.0,1
BAIDIK BEVERAGES,West Bengal,PET PREFORMS (26/22 MM 10.2 GM STAR ),1680.0,kgs,201600.0,4
BAIDIK BEVERAGES,West Bengal,22/26 MM WATER CAP,240000.0,pcs,48000.0,4
BAIDIK BEVERAGES,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,200.0,kgs,24000.0,2
BAIDIK BEVERAGES,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),90.0,kgs,10800.0,1
BAKPS AQUA AND FOODS PRIVATE LIMITED,West Bengal,PET PREFORMS(28 MM 13.2 GM STAR),2640.0,kgs,290055.0,4
BAKPS AQUA AND FOODS PRIVATE LIMITED,West Bengal,PET PREFORMS(28MM 12.5 GM Star),1920.0,kgs,230700.0,2
BAKPS AQUA AND FOODS PRIVATE LIMITED,West Bengal,PET PREFORMS (28MM 9.4 GM STAR),1680.0,kgs,181575.0,6
BAKPS AQUA AND FOODS PRIVATE LIMITED,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),1110.0,kgs,128520.0,4
BAKPS AQUA AND FOODS PRIVATE LIMITED,West Bengal,PET PREFORMS(28 MM 19 GM STAR),300.0,kgs,33150.0,1
BAKPS AQUA AND FOODS PRIVATE LIMITED,West Bengal,22/26 MM WATER CAP,10000.0,pcs,2200.0,1
BAKPS AQUA AND FOODS PRIVATE LIMITED,West Bengal,Plastic Scrap,51.0,kgs,765.0,1
BALAJEE ENTERPRISE,West Bengal,PET PREFORM (28MM 11.6 GM STAR),1200.0,kgs,123600.0,1
BALAJI ASSOCIATES,West Bengal,PET PREFORMS 28 MM 31GM PCO,9925.0,kgs,1266850.0,17
BALAJI ASSOCIATES,West Bengal,PET PREFORMS(28 MM 21 GM PCO),2850.0,kgs,365925.0,13
BALAJI ASSOCIATES,West Bengal,PET PREFORMS(28 MM 24.5 GM PCO),2580.0,kgs,332190.0,10
BALAJI ASSOCIATES,West Bengal,PET PREFORM 28MM 13.5 GM PCO,1860.0,kgs,245805.0,8
BALAJI ASSOCIATES,West Bengal,PET PREFORMS(120 MM 95 GM JAR),1420.0,kgs,207840.0,10
BALAJI ASSOCIATES,West Bengal,PET PREFORMS(120 MM 102 GM JAR),1240.0,kgs,181050.0,7
BALAJI ASSOCIATES,West Bengal,PET PREFORMS(28MM 16GM PCO),840.0,kgs,127200.0,3
BALAJI ASSOCIATES,West Bengal,PET PREFORMS(28MM 18.5 GM PCO),900.0,kgs,117900.0,6
BALAJI ASSOCIATES,West Bengal,PET PREFORM(83MM 40GM JAR),550.0,kgs,78225.0,6
BALAJI ASSOCIATES,West Bengal,PET PREFORMS(83 MM 33 GM JAR),400.0,kgs,56050.0,3
BALAJI ASSOCIATES,West Bengal,PET PREFORMS(53 MM 17 GM JAR),350.0,kgs,55925.0,3
BALAJI ASSOCIATES,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),420.0,kgs,55125.0,2
BALAJI ASSOCIATES,West Bengal,PET PREFORMS (28MM 8.6 Gm Star ),180.0,kgs,25260.0,2
BALAJI ASSOCIATES,West Bengal,PET PREFORMS(28MM 12.5 GM Star),210.0,kgs,24540.0,3
BALAJI ASSOCIATES,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,200.0,kgs,22600.0,1
BALAJI ASSOCIATES,West Bengal,PET PREFORMS(120 MM 85 GM JAR),140.0,kgs,17150.0,1
BALAJI ASSOCIATES,West Bengal,PET PREFORMS(53 MM 24GM JAR),140.0,kgs,17140.0,2
BALAJI ASSOCIATES,West Bengal,Plastic Scrap,104.0,kgs,2600.0,1
BALAJI INTERNATIONAL,West Bengal,PET PREFORMS 28 MM 31GM PCO,47250.0,kgs,5317987.5,87
BALAJI INTERNATIONAL,West Bengal,PET PREFORMS(120 MM 102 GM JAR),30240.0,kgs,3678895.0,72
BALAJI INTERNATIONAL,West Bengal,PET PREFORMS(28 MM 24.5 GM PCO),17370.0,kgs,1932552.0,51
BALAJI INTERNATIONAL,West Bengal,PET PREFORMS(28 MM 21 GM PCO),15240.0,kgs,1714029.0,58
BALAJI INTERNATIONAL,West Bengal,PET PREFORMS(28MM 18.5 GM PCO),14160.0,kgs,1591152.0,54
BALAJI INTERNATIONAL,West Bengal,PET PREFORMS(120 MM 95 GM JAR),10960.0,kgs,1339035.0,37
BALAJI INTERNATIONAL,West Bengal,PET PREFORMS(28MM 16GM PCO),10170.0,kgs,1149441.0,33
BALAJI INTERNATIONAL,West Bengal,PET PREFORMS(83 MM 33 GM JAR),4360.0,kgs,536560.0,21
BALAJI INTERNATIONAL,West Bengal,PET PREFORMS (28MM 8.6 Gm Star ),3900.0,kgs,452215.5,10
BALAJI INTERNATIONAL,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,3450.0,kgs,385275.0,15
BALAJI INTERNATIONAL,West Bengal,PET PREFORMS(28MM 12.5 GM Star),2940.0,kgs,329670.0,17
BALAJI INTERNATIONAL,West Bengal,Pet Preforms (28mm 22 Gm Pco CSD),2400.0,kgs,274440.0,11
BALAJI INTERNATIONAL,West Bengal,PET PREFORMS(53 MM 24GM JAR),2080.0,kgs,255760.0,16
